year,period,periodName,value,calculations.pct_changes.12,ID,area_name,laus_check,item_name
2005,M11,November,218.6,3.3,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2005,M09,September,220.1,4.9,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2005,M07,July,217.2,4.0,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2005,M05,May,214.6,2.8,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2005,M03,March,214.2,2.6,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2005,M01,January,211.3,1.4,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2004,M11,November,211.7,2.5,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2004,M09,September,209.8,1.5,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2004,M07,July,208.9,2.9,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2004,M05,May,208.7,3.2,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2004,M03,March,208.7,2.9,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2004,M01,January,208.4,4.3,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2003,M11,November,206.5,3.0,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2003,M09,September,206.8,3.9,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2003,M07,July,203.0,3.7,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2003,M05,May,202.3,3.9,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2003,M03,March,202.8,4.2,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2003,M01,January,199.8,3.6,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2002,M11,November,200.4,4.0,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2002,M09,September,199.1,3.3,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2002,M07,July,195.7,1.9,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
