year,period,periodName,value,calculations.pct_changes.12,ID,area_name,laus_check,item_name
2019,M11,November,283.526,2.1,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2019,M09,September,281.603,1.1,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2019,M07,July,280.943,2.0,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2019,M05,May,280.937,2.3,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2019,M03,March,280.393,2.1,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2019,M01,January,278.976,2.5,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2018,M11,November,277.632,3.2,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2018,M09,September,278.663,3.3,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2018,M07,July,275.402,3.4,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2018,M05,May,274.668,3.2,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2018,M03,March,274.591,3.6,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2018,M01,January,272.229,2.8,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2017,M11,November,269.149,2.9,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2017,M09,September,269.757,2.7,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2017,M07,July,266.429,2.2,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2017,M05,May,266.256,2.1,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2017,M03,March,265.070,2.5,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2017,M01,January,264.865,3.0,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2016,M11,November,261.675,1.3,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2016,M09,September,262.606,2.3,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2016,M07,July,260.800,1.5,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2016,M05,May,260.809,1.5,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2016,M03,March,258.587,0.6,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2016,M01,January,257.215,1.0,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2015,M11,November,258.407,0.8,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2015,M09,September,256.643,0.3,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2015,M07,July,256.999,0.7,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2015,M05,May,256.839,0.6,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2015,M03,March,257.013,0.8,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2015,M01,January,254.556,0.6,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2014,M11,November,256.262,1.6,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2014,M09,September,255.878,1.6,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2014,M07,July,255.296,1.7,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2014,M05,May,255.209,2.1,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2014,M03,March,254.982,1.7,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2014,M01,January,253.123,1.3,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2013,M11,November,252.230,0.9,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2013,M09,September,251.918,1.0,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2013,M07,July,251.067,1.9,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2013,M05,May,250.036,1.4,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2013,M03,March,250.835,1.5,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2013,M01,January,249.957,1.7,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2012,M11,November,249.929,2.0,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2012,M09,September,249.488,1.7,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2012,M07,July,246.326,0.8,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2012,M05,May,246.582,0.8,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2012,M03,March,247.166,1.8,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2012,M01,January,245.891,2.5,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2011,M11,November,245.030,2.9,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2011,M09,September,245.310,3.7,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2011,M07,July,244.256,3.4,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2011,M05,May,244.574,2.7,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2011,M03,March,242.787,2.0,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2011,M01,January,239.814,1.1,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2010,M11,November,238.103,0.6,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2010,M09,September,236.474,-0.1,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2010,M07,July,236.132,1.3,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2010,M05,May,238.083,2.7,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2010,M03,March,237.986,2.5,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2010,M01,January,237.266,2.8,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2009,M11,November,236.589,1.8,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2009,M09,September,236.596,-0.8,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2009,M07,July,233.018,-3.4,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2009,M05,May,231.891,-1.5,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2009,M03,March,232.155,-0.4,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2009,M01,January,230.806,-0.5,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2008,M11,November,232.354,0.7,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2008,M09,September,238.519,4.7,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2008,M07,July,241.258,6.3,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2008,M05,May,235.344,4.0,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2008,M03,March,233.084,2.9,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2008,M01,January,231.980,3.4,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2007,M11,November,230.689,3.4,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2007,M09,September,227.850,1.5,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2007,M07,July,226.929,0.8,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2007,M05,May,226.247,1.5,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2007,M03,March,226.427,2.3,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2007,M01,January,224.432,1.8,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2006,M11,November,223.1,2.1,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2006,M09,September,224.5,2.0,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2006,M07,July,225.1,3.6,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2006,M05,May,222.9,3.9,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2006,M03,March,221.3,3.3,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2006,M01,January,220.5,4.4,CUURS11ASA0,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,All items
2022,M12,December,358.516,23.3,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2022,M11,November,375.200,29.5,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2022,M10,October,338.695,27.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2022,M09,September,332.423,31.0,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2022,M08,August,343.695,36.3,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2022,M07,July,358.607,43.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2022,M06,June,372.160,50.0,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2022,M05,May,351.088,43.0,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2022,M04,April,342.506,34.8,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2022,M03,March,342.958,36.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2022,M02,February,306.464,29.4,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2022,M01,January,298.633,29.5,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2021,M12,December,290.735,32.6,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2021,M11,November,289.779,34.4,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2021,M10,October,264.842,33.3,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2021,M09,September,253.829,26.1,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2021,M08,August,252.253,26.4,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2021,M07,July,249.249,24.8,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2021,M06,June,248.027,23.1,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2021,M05,May,245.456,23.4,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2021,M04,April,254.126,16.6,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2021,M03,March,250.570,8.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2021,M02,February,236.843,0.0,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2021,M01,January,230.658,-4.5,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2020,M12,December,219.266,-8.5,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2020,M11,November,215.610,-10.0,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2020,M10,October,198.684,-11.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2020,M09,September,201.231,-11.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2020,M08,August,199.560,-13.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2020,M07,July,199.790,-13.8,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2020,M06,June,201.525,-15.0,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2020,M05,May,198.879,-18.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2020,M04,April,217.981,-12.3,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2020,M03,March,231.503,-4.4,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2020,M02,February,236.936,-0.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2020,M01,January,241.489,0.6,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2019,M12,December,239.637,-1.7,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2019,M11,November,239.561,-3.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2019,M10,October,225.419,-6.0,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2019,M09,September,226.643,-5.4,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2019,M08,August,230.023,-4.0,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2019,M07,July,231.691,-3.1,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2019,M06,June,236.987,-2.3,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2019,M05,May,243.239,0.7,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2019,M04,April,248.631,-1.8,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2019,M03,March,242.276,-2.5,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2019,M02,February,237.384,-3.4,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2019,M01,January,240.079,-0.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2018,M12,December,243.899,4.7,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2018,M11,November,249.278,6.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2018,M10,October,239.767,8.6,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2018,M09,September,239.658,6.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2018,M08,August,239.599,13.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2018,M07,July,239.136,14.8,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2018,M06,June,242.558,16.0,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2018,M05,May,241.495,13.8,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2018,M04,April,253.271,17.4,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2018,M03,March,248.537,16.8,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2018,M02,February,245.854,15.6,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2018,M01,January,242.147,13.3,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2017,M12,December,232.957,11.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2017,M11,November,233.102,13.3,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2017,M10,October,220.881,10.5,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2017,M09,September,225.634,15.3,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2017,M08,August,211.611,10.1,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2017,M07,July,208.245,7.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2017,M06,June,209.178,5.3,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2017,M05,May,212.173,7.8,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2017,M04,April,215.670,9.8,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2017,M03,March,212.731,13.6,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2017,M02,February,212.766,16.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2017,M01,January,213.684,12.7,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2016,M12,December,208.204,8.1,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2016,M11,November,205.775,3.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2016,M10,October,199.932,9.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2016,M09,September,195.675,3.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2016,M08,August,192.134,-2.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2016,M07,July,194.338,-6.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2016,M06,June,198.591,-7.7,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2016,M05,May,196.875,-7.0,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2016,M04,April,196.348,-11.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2016,M03,March,187.218,-16.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2016,M02,February,183.161,-16.0,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2016,M01,January,189.622,-14.4,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2015,M12,December,192.681,-17.9,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2015,M11,November,198.064,-19.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2015,M10,October,181.904,-22.1,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2015,M09,September,188.409,-22.5,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2015,M08,August,197.885,-20.0,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2015,M07,July,207.142,-18.3,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2015,M06,June,215.043,-15.3,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2015,M05,May,211.791,-16.4,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2015,M04,April,221.101,-16.1,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2015,M03,March,225.327,-14.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2015,M02,February,218.085,-14.5,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2015,M01,January,221.409,-12.8,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2014,M12,December,234.771,-6.4,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2014,M11,November,245.031,-0.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2014,M10,October,233.648,-1.7,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2014,M09,September,243.098,-1.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2014,M08,August,247.471,-0.4,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2014,M07,July,253.636,3.0,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2014,M06,June,253.760,4.5,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2014,M05,May,253.446,5.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2014,M04,April,263.612,6.4,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2014,M03,March,262.622,3.8,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2014,M02,February,255.186,0.2,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2014,M01,January,253.977,3.5,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2013,M12,December,250.735,3.1,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2013,M11,November,245.602,-1.5,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
2013,M10,October,237.587,-4.6,CUURS11ASA0E,"Boston-Cambridge-Newton, MA-NH",Boston-Cambridge-Newton,Energy
